team,player_id,actions,aerial_events,aerial_wins,average_x,average_y,blocks,box_passes,carries,carry_progression_sum,clearances,completed_passes,counterpressures,crosses,dribbled_past,dribbles,duels,duels_won,final_third_passes,fouls,goals,interceptions,interceptions_won,key_passes,minutes,pass_progression_sum,passes,pressures,progressive_carries,progressive_passes,recoveries,shots,successful_dribbles,successful_under_pressure_actions,switches,through_balls,turnovers,under_pressure_actions,xg_sum,player,position,position_group,aerial_dominance_index,pressing_intensity_index,speed_recovery_index,shots_p90,progressive_carries_p90,dribbles_p90,clearances_p90,progressive_passes_p90,key_passes_p90,crosses_p90,interceptions_p90,turnovers_p90,xg_p90,duel_win_rate,pass_completion,aerial_dominance_index_percentile,pressing_intensity_index_percentile,speed_recovery_index_percentile,vaep_total,vaep_offense,vaep_defense,total_touches,xt_total,xa_sum,events_with_360_context,vaep_off_p90,vaep_def_p90,vaep_total_p90,vaep_per_touch,xt_p90,xa_p90,final_player_rating,team_rank,player_evaluation_score,pass_start_x,pass_start_y,line_breaking_pass_rate,pressure_state_rate,distribution_under_pressure,pass_receipt_x,pass_receipt_y,playstyle_cluster,functional_role,spatial_point_count,final_third_share,average_spatial_x,average_spatial_y,Functional role
Argentina,27768,458,10,5,231.87590818077803,111.58665549743927,3,1,114,313.9,14,132,11,0,0,0,13,4,12,2,0,3,1,0,334.91666666666663,1652.4,154,23,11,45,6,1,0,41,4,0,24,47,0.33156127,Lisandro Martínez,Left Center Back,Center Back,0.5,6.98681263996019,1.6123413784523515,0.2687235630753919,2.9559591938293113,0.0,3.762129883055487,12.092560338392637,0.0,0.0,0.8061706892261757,6.449365513809406,0.08909832585220205,0.3076923076923077,0.8571428571428571,60.514705882352935,18.970588235294116,17.941176470588236,0.12164948240388185,0.16804122738540173,-0.04639174498151988,398,0.035286544197594284,0.0,470,0.045156637366567276,-0.012466555008718953,0.03269008235784832,0.00030565196583889914,0.009482325885394832,0.0,0.018333201945754798,11,0.018333201945754798,48.28636363636364,20.525974025974026,0.2662337662337662,0.15584415584415584,0.75,48.206299212598424,21.65275590551181,5,Sweeper CB,628,0.07961783439490445,49.32876019957729,23.184528803430297,Sweeper CB
Argentina,3090,1646,44,27,288.6156737910704,234.22893667811002,8,2,445,1260.4,34,528,16,1,4,0,26,4,26,13,0,10,2,2,733.9,4397.3,565,54,40,155,27,1,0,45,9,0,38,60,0.048093256,Nicolás Hernán Otamendi,Left Center Back,Center Back,0.6136363636363636,7.8484807194440664,3.3110778035154653,0.12263251124131354,4.905300449652541,0.0,4.16950538220466,19.008039242403598,0.24526502248262708,0.12263251124131354,1.2263251124131354,4.660035427169914,0.00589779675705137,0.15384615384615385,0.9345132743362832,74.55882352941177,22.941176470588236,52.20588235294118,-1.0684827742225025,0.3106660110934172,-1.3791487853159197,1487,0.007443250669854328,0.3981996,1676,0.03809775309770752,-0.16912847891869842,-0.1310307258209909,-0.0007185492765450588,0.0009127845214428254,0.04883221692328655,-0.0655483707891704,12,-0.0655483707891704,42.77805309734513,34.09893805309735,0.184070796460177,0.061946902654867256,0.5714285714285714,41.86631578947368,33.362526315789474,0,Deep Playmaker,2459,0.032126880845872306,43.31151519902021,34.19974465102643,Deep Playmaker
Argentina,20572,1094,25,16,281.64367293391103,385.8637587013706,9,0,291,871.8000000000001,26,330,19,2,5,2,16,4,17,13,0,9,4,0,575.9166666666666,3343.2,372,58,29,96,16,0,2,67,6,0,43,73,0.0,Cristian Gabriel Romero,Right Center Back,Center Back,0.64,10.470264795253943,2.5003617421501954,0.0,4.531905657647229,0.3125452177687744,4.063087830994068,15.002170452901174,0.0,0.3125452177687744,1.406453479959485,6.719722182028651,0.0,0.25,0.8870967741935484,76.3235294117647,37.64705882352941,34.11764705882353,-1.0461334649298806,-0.02956898615229875,-1.0165644787775818,958,0.016633926940104272,0.0,1120,-0.004620822608086044,-0.15886118319776998,-0.16348200580585603,-0.0010919973537890193,0.0025994271589223866,0.0,-0.08154871667728024,13,-0.08154871667728024,42.965591397849465,56.9268817204301,0.23387096774193547,0.0913978494623656,0.8235294117647058,42.13082191780822,55.76438356164384,0,Deep Playmaker,1618,0.04697156983930779,43.31649576584673,54.30010916411554,Deep Playmaker
Australia,5481,497,30,17,291.60313894313293,235.70412202210875,11,3,98,343.8,6,69,19,2,7,14,17,3,4,8,1,2,1,2,341.6166666666667,622.6000000000001,103,68,12,14,16,1,3,87,1,0,54,114,0.11353828,Mathew Leckie,Right Midfield,Central/Wide Midfield,0.5666666666666667,18.441723179001805,4.21525101234327,0.26345318827145436,3.1614382592574524,3.688344635800361,1.5807191296287262,3.688344635800361,0.5269063765429087,0.5269063765429087,0.5269063765429087,14.226472166658535,0.0299120218568571,0.17647058823529413,0.6699029126213593,70.0,79.8529411764706,70.0,1.5018715535697993,1.5405104227538686,-0.038638869184069335,397,0.058290568504415274,0.23045079699999999,547,0.4058523824399127,-0.010179533277746714,0.395672849162166,0.003783051772216119,0.015356836118643826,0.060712997209347704,0.2020427073364766,1,0.2020427073364766,75.6757281553398,60.19805825242718,0.21359223300970873,0.34951456310679613,0.5555555555555556,77.70186335403727,59.572049689440995,1,Target Forward,638,0.40752351097178685,70.70619875077858,53.77163121461562,Target Forward
Australia,5490,444,20,12,242.4418786165243,166.42395956319825,7,3,77,199.9,11,107,25,2,3,2,14,2,5,9,0,7,3,1,373.75,809.3,129,68,7,28,9,3,0,49,2,0,32,56,0.33239220599999997,Jackson Irvine,Left Center Forward,Forward,0.6,18.06020066889632,2.1672240802675584,0.7224080267558528,1.68561872909699,0.4816053511705686,2.648829431438127,6.74247491638796,0.2408026755852843,0.4816053511705686,1.68561872909699,7.705685618729097,0.08004093254849498,0.14285714285714285,0.8294573643410853,73.01470588235294,78.97058823529412,27.500000000000004,1.4038255217310507,1.5834209277236369,-0.17959540599258617,336,0.0840001512423254,0.037495814,472,0.3812919959735848,-0.04324705428584015,0.3380449416877446,0.00417805214800908,0.020227461168720498,0.00902909233444816,0.17432137872201914,2,0.17432137872201914,61.01937984496124,42.18759689922481,0.16279069767441862,0.17054263565891473,0.8181818181818182,64.82608695652173,41.3295652173913,2,Ball-Winner,622,0.22347266881028938,60.0570004782211,42.2060218330024,Ball-Winner
Australia,5479,595,4,3,220.9482528290423,47.30725551251867,13,2,145,390.0,6,154,13,3,4,10,6,3,12,4,0,6,2,0,386.91666666666663,1885.3000000000002,204,33,7,30,15,2,8,64,5,0,62,71,0.126898918,Aziz Eraltay Behich,Left Back,Fullback/Wingback,0.75,9.071720870127074,3.489123411587336,0.4652164548783115,1.6282575920740903,2.3260822743915575,1.3956493646349344,6.978246823174672,0.0,0.6978246823174672,1.3956493646349344,14.421710101227657,0.029517732379926772,0.5,0.7549019607843137,85.44117647058823,29.117647058823533,55.88235294117647,0.36490619406686164,0.4534955146664288,-0.08858932059956715,527,0.16810631943634496,0.0,619,0.10548678781816566,-0.0206066048347044,0.08488018298346126,0.0006924216206202308,0.039102912985408696,0.0,0.050468400574998434,3,0.050468400574998434,55.30196078431373,10.15343137254902,0.2549019607843137,0.0784313725490196,0.6875,56.25909090909091,11.857142857142858,4,Wide Creator,817,0.23623011015911874,54.24931746035422,15.1936331418773,Wide Creator
Australia,3281,655,9,5,223.6464157933455,157.62123112969047,7,3,155,422.69999999999993,10,171,21,4,4,5,17,5,20,6,0,3,3,1,386.91666666666663,2105.0,219,44,12,49,29,1,2,62,11,0,58,77,0.039191317,Aaron Mooy,Left Defensive Midfield,Defensive Midfield,0.5555555555555556,10.93258668964032,6.7456385957355165,0.23260822743915574,2.7912987292698688,1.1630411371957787,2.3260822743915575,11.397803144518631,0.23260822743915574,0.930432909756623,0.6978246823174672,13.491277191471033,0.009116222778376051,0.29411764705882354,0.7808219178082192,68.6029411764706,40.588235294117645,94.11764705882352,0.3579580350778997,0.5078242393792607,-0.149866204301361,552,0.10664547614993868,0.03948435,676,0.11812409617264734,-0.03486011213557396,0.08326398403707339,0.0006484747012280792,0.024806615171641996,0.009184384665087229,0.046787857463233516,4,0.046787857463233516,56.82968036529681,40.646118721461185,0.2922374429223744,0.1141552511415525,0.52,53.64259259259259,37.59567901234568,6,Box-to-Box Runner,954,0.15828092243186584,56.768106473918095,39.479001186323444,Box-to-Box Runner
Australia,22293,496,25,17,136.68866945903216,202.28855107327956,12,1,109,270.3,22,135,9,0,4,0,15,2,15,1,0,3,1,1,386.91666666666663,2665.9,163,28,7,62,10,1,0,29,4,0,29,32,0.06809473,Harry Souttar,Right Center Back,Center Back,0.68,7.210855050613828,2.3260822743915575,0.23260822743915574,1.6282575920740903,0.0,5.117381003661427,14.421710101227657,0.23260822743915574,0.0,0.6978246823174672,6.7456385957355165,0.015839394443247903,0.13333333333333333,0.8282208588957055,81.32352941176471,19.411764705882355,30.58823529411765,-0.5425213152193464,0.09983194075175561,-0.642353255971102,407,0.01246180596395445,0.035468098,504,0.02322173078007669,-0.14941665226120834,-0.12619492148113165,-0.0013329762044701386,0.0028987185959661443,0.008250171406418266,-0.06291760988271364,5,-0.06291760988271364,36.01840490797546,53.48220858895706,0.3619631901840491,0.12269938650306748,0.85,35.463157894736845,52.192481203007524,5,Sweeper CB,704,0.03977272727272727,35.79154670925349,51.57648661686314,Sweeper CB
Australia,33495,545,9,6,125.42212922608032,102.14137333181156,11,0,127,210.8,11,170,12,0,4,0,9,2,4,1,0,5,2,0,386.91666666666663,1832.5,195,35,5,51,3,0,0,23,1,0,25,28,0.0,Kye Rowles,Left Center Back,Center Back,0.6666666666666666,9.30432909756623,0.6978246823174672,0.0,1.1630411371957787,0.0,2.5586905018307133,11.863019599396942,0.0,0.0,1.1630411371957787,5.815205685978894,0.0,0.2222222222222222,0.8717948717948718,79.11764705882352,30.58823529411765,9.705882352941178,-0.6133838614623528,-0.06465869839303195,-0.5487251630693208,470,0.0004805556149527128,0.0,554,-0.015040145221726151,-0.1276379875328164,-0.14267813275454255,-0.0013050720456645804,0.00011178118978008396,0.0,-0.07170823175301463,6,-0.07170823175301463,33.389230769230764,24.88974358974359,0.24102564102564103,0.08205128205128205,0.6875,29.654054054054054,25.29054054054054,5,Sweeper CB,789,0.025348542458808618,33.12724024905008,26.76447024576887,Sweeper CB
Australia,3240,348,0,0,42.04849892244803,162.23727546883117,0,0,84,238.89999999999998,1,112,0,0,0,1,0,0,9,0,0,0,0,0,386.91666666666663,5686.3,163,0,7,66,20,0,1,46,6,0,52,53,0.0,Mathew Ryan,Goalkeeper,Goalkeeper,0.0,0.0,4.652164548783115,0.0,1.6282575920740903,0.23260822743915574,0.23260822743915574,15.352143010984278,0.0,0.0,0.0,12.095627826836099,0.0,0.0,0.6871165644171779,15.0,2.941176470588235,76.91176470588236,-1.3996803416812327,-0.08764427638379857,-1.312036065297434,328,0.005703202939370186,0.0,429,-0.020386779774822845,-0.30519038348508054,-0.3255771632599034,-0.004267318114881807,0.0013266119264526818,0.0,-0.1638034546791257,7,-0.1638034546791257,12.563803680981597,41.87914110429448,0.6809815950920245,0.12269938650306748,0.65,12.117721518987342,40.81772151898734,7,Goalkeeper,482,0.022821576763485476,18.04168398081204,40.70680169118091,Goalkeeper
Brazil,3280,344,13,3,326.582012880158,164.0124100403849,6,5,66,301.4,4,39,27,3,0,7,13,2,1,6,3,1,0,5,328.25,236.69999999999996,54,59,6,5,16,8,2,74,1,1,32,82,1.6176591219999998,Richarlison de Andrade,Center Forward,Forward,0.23076923076923078,16.450875856816452,4.386900228484387,2.1934501142421934,1.6450875856816451,1.9192688499619193,1.0967250571210967,1.3709063214013708,1.3709063214013708,0.8225437928408226,0.2741812642802742,8.773800456968774,0.44353182324447826,0.15384615384615385,0.7222222222222222,36.911764705882355,72.35294117647058,72.6470588235294,5.0434697635355406,4.557950065442128,0.48551969809341244,260,0.051161722007466943,0.453364708,377,1.249704511469281,0.13312040465622885,1.38282491612551,0.019397960628982847,0.014027585622763213,0.12430410881949733,0.7000373633760025,1,0.7000373633760025,79.86851851851851,41.48148148148148,0.1111111111111111,0.25925925925925924,0.7857142857142857,84.22870370370372,41.82222222222222,1,Target Forward,448,0.515625,74.25857586879981,40.24216720671792,Target Forward
Brazil,10595,582,6,0,401.42775158904124,323.6453075616149,4,13,148,674.8,1,115,16,13,4,11,16,4,3,2,0,2,2,8,330.45,641.6,150,51,25,15,16,8,7,78,4,0,51,87,0.9229306610000001,Raphael Dias Belloli,Right Wing,Attacking Midfield/Wing,0.0,15.524285065819338,4.357694053563323,2.1788470267816615,6.808896958692692,2.9959146618247843,0.2723558783477077,4.0853381752156155,2.1788470267816615,3.5406264185202,0.5447117566954154,13.890149795733091,0.2513655908306855,0.25,0.7666666666666667,15.0,68.67647058823529,71.76470588235294,2.2016045523050707,2.2162801298254635,-0.014675577520392835,507,0.6583715718580939,1.399615727,615,0.6036169214231857,-0.003996979805826465,0.5996199416173592,0.004342415290542545,0.1793113677325721,0.38119357067635046,0.3369749689423568,2,0.3369749689423568,82.39666666666666,64.22933333333333,0.13333333333333333,0.10666666666666667,0.6875,79.69657142857143,65.62628571428571,3,Progressive Winger,800,0.53625,76.22037440229158,60.09382780219012,Progressive Winger
Brazil,18395,462,1,0,323.6844392063657,50.940106750980604,5,7,135,772.8,0,70,10,9,1,15,6,3,5,0,1,1,1,8,306.58333333333337,219.20000000000002,91,37,25,7,15,9,8,81,1,0,41,92,0.811526553,Vinícius José Paixão de Oliveira Júnior,Left Midfield,Central/Wide Midfield,0.0,12.035879315031258,4.403370481108997,2.6420222886653977,7.338950801848328,4.403370481108997,0.0,2.0549062245175316,2.348464256591465,2.6420222886653977,0.2935580320739331,12.035879315031258,0.23823013787442238,0.5,0.7692307692307693,15.0,45.88235294117647,73.23529411764706,2.036434881243622,2.228672484314302,-0.19223760307068005,418,0.39258638699645004,0.5599235167,494,0.6542447086326301,-0.056432892448038716,0.5978118161845913,0.004871853782879478,0.11524688718569338,0.164370045674368,0.3234168416642982,3,0.3234168416642982,85.09010989010989,11.03956043956044,0.07692307692307693,0.14285714285714285,0.6923076923076923,82.4261744966443,12.715436241610737,3,Progressive Winger,632,0.5822784810126582,78.9442036748238,17.043823889860196,Progressive Winger
Brazil,5539,780,14,7,244.40586003547898,139.87825887093595,18,5,176,254.09999999999997,7,217,27,2,5,2,18,6,23,8,2,6,6,4,409.0666666666667,2080.1000000000004,258,54,5,57,15,10,2,84,5,3,44,95,1.1432915347,Carlos Henrique Casimiro,Left Defensive Midfield,Defensive Midfield,0.5,13.200782268578877,3.300195567144719,2.2001303780964796,1.1000651890482398,0.4400260756192959,1.5400912646675358,12.540743155149933,0.8800521512385918,0.4400260756192959,1.3200782268578877,9.680573663624509,0.2515390436514015,0.3333333333333333,0.8410852713178295,60.514705882352935,53.23529411764706,51.911764705882355,1.9649480690422934,2.157241270004306,-0.19229320096201263,665,0.16041103564209727,0.213709922,802,0.47462120510199035,-0.042307011293793516,0.4323141938081968,0.0029548091263793884,0.03529251924980953,0.04701896914928291,0.22410204349197413,4,0.22410204349197413,61.927131782945736,35.473643410852716,0.2596899224806202,0.16279069767441862,0.7380952380952381,64.15324074074074,34.855555555555554,2,Ball-Winner,1138,0.28031634446397186,62.53418448870171,35.890176185348686,Ball-Winner
Brazil,22600,654,8,4,274.3734495683921,167.00740596422676,7,7,152,169.3,1,172,22,2,2,3,12,6,15,4,1,2,0,6,318.76666666666665,1329.2,202,59,3,37,9,4,1,89,1,0,37,94,0.704333275,Lucas Tolentino Coelho de Lima,Right Defensive Midfield,Defensive Midfield,0.5,17.787305238941755,2.541043605563108,1.1293527135836035,0.8470145351877026,0.8470145351877026,0.28233817839590086,10.446512600648333,1.6940290703754053,0.5646763567918017,0.5646763567918017,10.446512600648333,0.19886017384711913,0.5,0.8514851485148515,60.514705882352935,77.20588235294117,35.147058823529406,1.510101266176207,1.398622028005775,0.11147923817043193,570,0.11757686232223521,0.9874735029999999,677,0.3948843956515312,0.03147484503400253,0.4263592406855337,0.0026493004669758016,0.03319643712956553,0.2788014700512392,0.2206136979087727,5,0.2206136979087727,68.5519801980198,43.781188118811876,0.2079207920792079,0.13861386138613863,0.8928571428571429,71.07093596059113,45.25024630541871,2,Ball-Winner,947,0.3199577613516367,67.9106552192721,42.42226541282577,Ball-Winner
